so_question_id,so_answer_score,status,total_score,resource,fixture_type,penalty,d1,d2,d3,d4,d5,g3_pass,g4_new,question_raw
Jayesh,0,accept,2.05,Service,yaml_gen,0.3,3,2,3,1,2,True,False,"<p>We have a requirement to forward the request to service outside of cluster.</p>
<p>/ -&gt; some service outside cluster (someapi.com)</p>
<p>/api -&gt; service inside cluster</p>
<p>When I try to h"
Sibi,0,discard_score,1.5,Pod,followup,0.0,2,1,2,1,1,True,True,"<p>I have been looking into managed identity and AKS cluster and this is my understanding:</p>
<ul>
<li>I can assign only a single user managed identity to the AKS cluster.</li>
<li>I have to do the r"
David M. Karr,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm working with a json document where the property keys are filenames, and the values are the intended content of those files, where the files are mostly Java properties files.</p>

<p>I'm writing"
damianesteban,0,discard_score,1.65,Pod,conceptual,0.0,1,2,3,1,1,True,True,<p>We have been testing out the Google Healthcare API specifically with HL7 and as I've run through the tutorials I've hit a roadblock. I should mention that I have a fair bit of experience with Kuber
Slicc,0,review,1.8,Service,conceptual,0.3,2,3,2,1,2,True,False,"<p>I'm investigating converting my service fabric application to kubernetes. One area I'm struggling with, is what the equivalent of service fabric actors is in kubernetes? I mainly use reminder actor"
Johnny Metz,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have the following file:</p>
<pre><code># HELP container_cpu_usage_seconds_total [ALPHA] Cumulative cpu time consumed by the container in core-seconds
# TYPE container_cpu_usage_seconds_total cou"
jonny,0,discard_score,0.9,Secret,conceptual,0.3,1,1,2,1,1,True,False,<p>In EKS I am trying to use SecretProviderClass to provide secrets as environment variables to containers. I can see the secret mounted inside the container but no combination of key/names is allowin
beatrice,0,discard_score,1.65,Deployment,followup,0.3,2,2,2,1,3,True,False,"<p>Is there a way to test that the templating works fine for all the possible values?<br>
(note: this is different from helm test which is used for testing the deployed chart through arbitrary code ra"
Moritz Wolff,0,review,1.8,Service,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>The following pod definition <em>successfully</em> executes a <code>readinessProbe</code>, which makes a request to the service <code>service-am-i-ready</code> that connects to pods on the same clu"
simongking,0,discard_score,1.45,Deployment,conceptual,0.3,2,2,2,1,1,True,False,"<p>I am working on a .net 6.0 application that will run in an EKS cluster, but I am developing using Docker Desktop and Kubernetes. Whilst I can pass in the AWS_ACCESS_KEY_ID, AWS_SECRET_ACCESS_KEY, e"
Cosmin Atanasiu,0,discard_score,1.55,Pod,yaml_gen,0.3,1,2,3,1,3,True,False,"<p>I've seen this question come up often, and I've yet to find a clean, generic solution. I'm just learning Kubernetes so maybe there's something basic I'm missing. But here's what I've done:</p>

<ol"
Ferrett Steinmetz,0,accept,2.1,Deployment,relationship,0.3,2,3,3,1,3,True,False,"<p>We're trying to set up a local development environment with several microservices app under Skaffold.  We managed to do it with base Skaffold, using a (slightly outdated) tutorial at <a href=""https"
mikaint,0,review,2.0,Service,conceptual,0.3,3,3,2,1,1,True,False,<p>I'm running the bookinfo project from Istio's sample projects on a K8s cluster running on EKS. I have enabled automatic sidecar container injection and deployed the project. There's an external ser
John,0,accept,2.15,Pod,followup,0.0,3,2,2,1,2,True,True,"<p>I am trying to mount a <a href=""https://kubernetes.io/docs/concepts/storage/volumes/#hostpath"" rel=""nofollow noreferrer"">hostPath volume</a> into a Kubernetes Pod.  An example of a <code>hostPath</"
thisguy123,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Running Openshift 4.1 on K8s v1.13.4. I'm trying to add a second network (for NFS storage) to my compute nodes, and as soon as I do, the node stops reporting <code>NodeReady</code>.</p>

<p>See bel"
Ryan Lyu,0,review,1.85,Role,conceptual,0.0,2,2,2,1,2,True,True,"<p>Here is the output when checking the detail of a specific cluster role. what do Non-Resource URLs and Resource Names mean in the result?</p>
<pre><code>controlplane ~ kubectl describe clusterrole n"
Abhishek Kumar,0,review,1.95,Namespace,conceptual,0.0,2,2,2,1,3,True,True,"<p>How can I register CRD in the k8s Test in golang?
I am creating fake client by:</p>
<pre class=""lang-golang prettyprint-override""><code>k8sfake.NewSimpleClientset(
    &amp;jivaPV1,
    &amp;jv1,
)"
jeffchong07,0,discard_score,1.6,Service,followup,0.3,1,3,2,1,3,True,False,"<p>Looking into using Istio to handle Authorization for an application built on a microservices architecture in Kubernetes.</p>

<p>One thing we're looking to accomplish is to decouple the authorizati"
TeddyDD,0,accept,2.2,Job,followup,0.0,2,3,2,1,3,True,True,"<p>Let's say I have two versions of chart <em>Foo</em> - v1 and v2. I had installed v1 (as revision 1) then upgraded to v2 (revision 2).</p>

<p>Now I'd like to rollback to first revision (<code>helm "
jtlz2,0,discard_score,1.55,PersistentVolume,conceptual,0.3,1,2,3,1,3,True,False,"<p>I would like to provide DAGs to all Kubernetes airflow pods (web, scheduler, workers) via a persistent volume,</p>

<pre><code>kubectl create -f pv-claim.yaml
</code></pre>

<p>pv-claim.yaml contai"
Majid Azimi,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I created a kafka cluster with strimzi operator (version 0.28.0) with the following settings:</p>
<pre><code>spec:
  kafka:
    config:
      log.retention.hours: 5
      auto.create.topics.enable:"
xeLL,0,discard_score,1.75,Node,relationship,0.0,1,2,3,1,2,True,True,"<p>I have prepared some basic example of Keycloak inside k8s <a href=""https://github.com/PavelDemyanenko/kubernetes-keycloak/tree/master/kubernetes"" rel=""nofollow noreferrer"">https://github.com/PavelD"
skwokie,0,accept,2.15,Pod,followup,0.0,3,2,2,1,2,True,True,"<p>I need some help on debugging the error: <code>0/1 nodes are available: 1 node(s) didn't have free ports for the requested pod ports.</code> Can someone please help?</p>

<p>I am trying to run a po"
karthikeayan,0,discard_score,1.6,Service,conceptual,0.3,3,1,2,1,2,True,False,<p>Is there a way with kubectl to find out which clusterroles or roles are bound to the service account?</p>
Vowneee,0,discard_score,1.2,Namespace,followup,0.0,1,1,2,1,1,True,True,"<p>we have an aks cluster and having one system nodepool and 2 user nodepools (usnp1&amp;usnp2) currently. We have multiple applications pods currently running across the usernodepools.</p>
<p>So now "
Kirill,0,review,1.85,Deployment,followup,0.3,3,2,2,1,2,True,False,"<p>I need to grant access to one deployment and all pods of this deployment using RBAC.
I've managed to configure <code>Role</code> and <code>RoleBinding</code> for the <code>deploymet</code>, and it'"
tuanngocptn,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm just fished connect to my kubernete.</p>

<p>But affter that I need to change the gcloud location from <code>/Download</code> to <code>/usr</code> folder. </p>

<p>Next, I run <code>install.sh<"
yasin lachini,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I want to use local registery for my <strong>kubernetes</strong>. I can use <a href=""https://stackoverflow.com/questions/36232906/how-to-access-private-docker-hub-repository-from-kubernetes-on-vagr"
k1eran,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>From this question <a href=""https://stackoverflow.com/questions/53612553/how-to-uninstall-remove-tiller-from-kubernetes-manually"">How to uninstall / remove tiller from Kubernetes manually?</a> I se"
Mohamed Salah,0,discard_g2,0.0,Statefulset,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to configure my Kubernetes deployment for SQL Server database to be <code>StatefulSet</code> to connect to my Web API.</p>
<p>This isw my <code>.Yaml</code> file:</p>
<pre><code>apiVers"
CptDolphin,0,review,1.8,Deployment,conceptual,0.3,2,3,2,1,2,True,False,<p>is it possible in Kubernetes values to refer to value in the same file? I'm doing a for loop and most env vars are fine but this one depends on some other val and need to duplicate/refer to it some
markhorrocks,0,discard_score,1.55,Ingress,followup,0.3,2,2,2,1,2,True,False,"<p>I have been following <a href=""https://www.digitalocean.com/community/tutorials/how-to-set-up-an-nginx-ingress-with-cert-manager-on-digitalocean-kubernetes"" rel=""nofollow noreferrer"">this guide</a>"
Arkira,0,discard_g2,0.0,Replicaset,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have two services:</p>

<ul>
<li>bayonetta: backend clusterIp service, replicaset=2</li>
<li>hide: frontend nodePort service, replicaset=1</li>
</ul>

<p>I ran <code>kubectl get all</code>. I see"
srsn,0,discard_g2,0.0,Storageclass,conceptual,0.0,0,0,0,0,0,True,True,<p>I am trying to use Velero as backup and disaster recovery tool in Google Cloud Platform with multiple GCP regions (for example: europe-north1 and europe-west4) for GKE private clusters. I was able 
nickponline,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,<p>I have a simple web server exposed publicly on Kubernetes on GKE and a domain registered. I'm looking to add TLS to this so it's accessible via HTTPS. I've heard a lot about using Let's Encrypt and
Daniel,0,discard_score,1.75,Deployment,conceptual,0.3,2,2,3,1,2,True,False,"<p>I was doing some self-learning with Kubernetes and I have these containers that will not permanently shut down:</p>

<pre><code>CONTAINER ID        IMAGE                   COMMAND                  "
Affes Salem,0,discard_score,1.65,Deployment,conceptual,0.3,2,2,2,1,3,True,False,"<p>I am currently building a CI/CD pipeline where I am trying to test a simple nginx deployment, the problem is when I run <code>kubectl apply -f ./nginx-demplyment.yaml</code> I only get the output t"
ItayB,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm trying to upgrade from Spark 3.0.1 to 3.1.1.</p>
<p>I am running PySpark 3.1.1 in client mode on Jupyter notebook.</p>
<p>The following ran on 3.0.1 but fails after upgrading spark:</p>
<pre><c"
Guardian,0,discard_score,1.45,Node,followup,0.0,1,2,2,1,1,True,True,"<p>I am toying around with Kubernetes and have managed to deploy a statefull application (jenkins instance) to a single node.
It uses a PVC to make sure that I can persist my jenkins data (jobs, plugi"
daverocks,0,accept,2.05,Role,relationship,0.0,2,2,3,1,2,True,True,"<p>I've set up my k8s Cluster with an admin role and user role and I'm able to switch between roles using </p>

<blockquote>
  <p>kubectl config use-context admin-context</p>
</blockquote>

<p>or</p>
"
rholdberh,0,discard_score,1.75,Ingress,conceptual,0.3,3,2,2,1,1,True,False,"<p>I am trying to understand if I can specify a wildcard domain in the kubernetes ingress configuration.
I am running AWS Eks cluster.
I have a web pages, where url is structured as client.example.com"
Daniel,0,discard_score,1.45,Pod,yaml_gen,0.3,1,2,3,1,2,True,False,"<p>I have a Deployment with 5 replicas. All have ssh and telnet. They should not be load balanced. I would like each to select from a predictable list of 5.</p>

<p>Here is my Deployment</p>

<pre><co"
Arnold Galovics,0,discard_score,1.4,Service,followup,0.3,2,1,2,1,3,True,False,"<p>I've been trying to get over this but I'm out of ideas for now hence I'm posting the question here.</p>
<p>I'm experimenting with the Oracle Cloud Infrastructure (OCI) and I wanted to create a Kube"
u123,0,review,1.85,Job,conceptual,0.3,3,2,2,1,2,True,False,"<p>I run this Job:</p>
<pre><code>kubectl apply -f - &lt;&lt;EOF
apiVersion: batch/v1
kind: Job
metadata:
  name: sample
spec:
  template:
    spec:
      containers:
      - command:
        - /bin/b"
8bit,0,discard_score,1.6,Namespace,conceptual,0.0,2,1,2,1,2,True,True,"<p>All my kustomize declarations for my kubernetes cluster are stored in a folder with this structure:</p>
<pre><code>.  
├── apps  
│   └── nginx-test  
│       ├── base  
│       │   ├── deployment."
Mark Vincze,0,discard_score,1.4,Service,followup,0.3,2,1,2,1,3,True,False,"<p>I have a Kubernetes cluster running on the Google Kubernetes Engine.</p>

<p>I have a deployment that I manually (by editing the <code>hpa</code> object) scaled up from 100 replicas to 300 replicas"
Mark,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>If my pod is exceeding the memory requested (but still under the limit) is more memory available at runtime on request or does the pod needs to restarts to allocate more memory?</p>
Ravi Shah,0,accept,2.5,Namespace,conceptual,0.0,3,3,2,1,3,True,True,"<p>I am using <strong>DirectXMan12/k8s-prometheus-adapte</strong> to push the external metric from Prometheus to Kubernetes.</p>

<p>After pushing the external metric how can I verify the data is k8s?"
user6826691,0,accept,2.0,Role,yaml_gen,0.0,3,1,3,1,1,True,True,"<p>How can i create a service Account as a one liner using kubectl create serviceAccount test-role and then how to pass the metadata?</p>
<pre><code>apiVersion: v1
kind: ServiceAccount
metadata:
  nam"
Jan,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I try to setup a Rails app within a Kubernetes Cluster (which is created with k3d on my local machine.</p>
<p><code>k3d cluster create --api-port 6550 -p &quot;8081:80@loadbalancer&quot; --agents 2"
Nick,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>So I have been trying to fix some charts we inherited and all the others went fine except this 1 which is giving me a headache.</p>
<p>I understand what thew error is telling me
<code>Error: unable"
Breedly,0,discard_score,1.4,Secret,yaml_gen,0.0,1,1,3,1,1,True,True,"<p>I have a helm chart that I use to add a list of users to my cluster, but I would like to modify my <code>default</code> service account to include an image pull secret. There doesn't seem to be any"
Krishna,0,review,1.95,Ingress,relationship,0.3,3,2,3,1,1,True,False,"<p>I created with NodePort and target-type=instance for my-nginx server
Created Ingress with alb annotation of aws. It got an Application Load Balancer attached.</p>
<p>I also created once more servic"
Donatello,0,accept,2.25,Pod,conceptual,0.0,3,2,2,1,3,True,True,"<p>I am running <code>Kafka Streams 3.1.0</code> on <code>AWS OCP</code> cluster, and I am facing this error during restart of the pod:</p>
<pre><code>10:33:18,529 [INFO ] Loaded Kafka Streams propert"
